Person_ID,split,cv_fold
P05014,holdout,-1
P05015,holdout,-1
P05016,development,0
P05017,development,2
P05018,development,0
P05019,development,2
P05020,holdout,-1
P05021,development,0
P05022,development,2
P05023,development,2
P05024,development,4
P05025,development,1
P05026,development,2
P05027,holdout,-1
P05028,development,0
P05029,development,4
P05030,development,3
P05031,development,2
P05032,holdout,-1
P05033,development,4
P05034,development,0
P05035,development,3
P05036,development,4
P05037,development,1
P05038,development,3
P05039,development,3
P05040,holdout,-1
P05041,development,4
P05042,development,4
P05043,development,2
P05044,development,4
P05045,development,1
P05046,development,2
P05047,development,4
P05048,development,0
P05049,development,3
P05050,development,0
P05051,development,3
P05052,development,2
P05053,development,1
P05054,holdout,-1
P05055,development,4
P05056,development,4
P05057,development,2
P05058,development,4
P05059,holdout,-1
P05060,development,2
P05061,development,4
P05062,holdout,-1
P05063,development,4
P05064,development,3
P05065,development,1
P05066,development,3
P05067,holdout,-1
P05068,holdout,-1
P05069,development,0
P05070,development,1
P05071,development,4
P05072,development,0
P05073,development,2
P05074,development,1
P05075,holdout,-1
P05076,development,0
P05077,holdout,-1
P05078,development,2
P05079,holdout,-1
P05080,holdout,-1
P05081,development,2
P05082,holdout,-1
P05083,development,4
P05084,development,0
P05085,development,0
P05086,development,3
P05087,development,3
P05088,development,3
P05089,development,0
P05090,development,3
P05091,holdout,-1
P05092,holdout,-1
P05093,development,4
P05094,development,1
P05095,development,4
P05096,holdout,-1
P05097,development,2
P05098,development,4
P05099,development,3
P05100,development,4
P05101,holdout,-1
P05102,development,2
P05103,holdout,-1
P05104,development,0
P05105,development,3
P05106,development,3
P05107,development,2
P05108,development,2
P05109,holdout,-1
P05110,development,0
P05111,development,4
P05112,development,4
P05113,development,3
P05114,development,4
P05115,development,2
P05116,development,2
P05117,development,3
P05118,holdout,-1
P05119,development,4
P05120,development,2
P05121,development,4
P05122,holdout,-1
P05123,holdout,-1
P05124,development,2
P05125,development,1
P05126,development,1
P05127,development,1
P05128,development,1
P05129,development,2
P05130,development,0
P05131,development,2
P05132,development,1
P05133,development,4
P05134,development,4
P05135,development,2
P05136,development,3
P05137,holdout,-1
P05138,development,0
P05139,development,1
P05140,development,4
P05141,development,1
P05142,holdout,-1
P05143,holdout,-1
P05144,development,0
P05145,development,1
P05146,development,2
P05147,development,0
P05148,development,0
P05149,development,2
P05150,development,3
P05151,development,2
P05152,development,2
P05153,holdout,-1
P05154,development,3
P05155,development,3
P05156,development,1
P05157,development,0
P05158,development,3
P05159,development,3
P05160,holdout,-1
P05161,development,3
P05162,development,4
P05163,development,1
P05164,development,2
P05165,development,1
P05166,development,4
P05167,development,4
P05168,holdout,-1
P05169,holdout,-1
P05170,development,4
P05171,development,1
P05172,development,2
P05173,holdout,-1
P05174,development,3
P05175,holdout,-1
P05176,holdout,-1
P05177,development,2
P05178,development,2
P05179,holdout,-1
P05180,development,1
P05181,development,1
P05182,development,1
P05183,development,3
P05184,development,3
P05185,development,3
P05186,holdout,-1
P05187,holdout,-1
P05188,holdout,-1
P05189,holdout,-1
P05190,development,4
P05191,development,1
P05192,development,3
P05193,development,0
P05194,development,3
P05195,development,4
P05196,development,0
P05197,development,0
P05198,development,4
P05199,development,1
P05200,development,0
P05201,development,4
P05202,development,2
P05203,development,4
P05204,development,0
P05205,development,4
P05206,development,1
P05207,development,1
P05208,development,1
P05209,holdout,-1
P05210,development,1
P05211,development,0
P05212,development,4
P05213,holdout,-1
P05214,development,0
P05215,development,2
P05216,development,0
P05217,development,4
P05218,development,1
P05219,holdout,-1
P05220,development,2
P05221,development,3
P05222,holdout,-1
P05223,development,4
P05224,development,1
P05225,holdout,-1
P05226,development,4
P05227,development,2
P05228,development,3
P05229,development,4
P05230,development,1
P05231,development,4
P05232,development,2
P05233,development,1
P05234,development,3
P05235,development,2
P05236,holdout,-1
P05237,holdout,-1
P05238,development,2
P05239,development,0
P05240,development,4
P05241,development,1
P05242,holdout,-1
P05243,development,1
P05244,development,3
P05245,holdout,-1
P05246,development,0
P05247,development,0
P05248,development,3
P05249,development,3
P05250,development,3
P05251,development,2
P05252,holdout,-1
P05253,development,2
P05254,development,0
P05255,development,0
P05256,development,3
P05257,development,3
P05258,development,3
P05259,development,2
P05260,holdout,-1
P05261,holdout,-1
P05262,holdout,-1
P05263,development,0
P05264,holdout,-1
P05265,holdout,-1
P05266,holdout,-1
P05267,development,3
P05268,development,1
P05269,development,2
P05270,holdout,-1
P05271,development,1
P05272,development,3
P05273,development,0
P05274,development,1
P05275,development,2
P05276,development,4
P05277,development,3
P05278,development,3
P05279,development,1
P05280,development,2
P05281,development,1
P05282,development,0
P05283,development,4
P05284,development,2
P05285,development,4
P05286,development,0
P05287,development,2
P05288,holdout,-1
P05289,holdout,-1
P05290,development,1
P05291,development,2
P05292,development,3
P05293,development,4
P05294,development,1
P05295,development,3
P05296,development,2
P05297,development,0
P05298,holdout,-1
P05299,development,3
P05300,holdout,-1
P05301,development,1
P05302,development,3
P05303,development,2
P05304,development,1
P05305,development,0
P05306,holdout,-1
P05307,development,3
P05308,development,0
P05309,development,2
P05310,development,0
P05311,development,2
P05312,development,0
P05313,development,4
P05314,development,4
P05315,development,2
P05316,holdout,-1
P05317,development,2
P05318,development,0
P05319,development,0
P05320,development,0
P05321,holdout,-1
P05322,development,1
P05323,development,3
P05324,development,2
P05325,development,4
P05326,development,4
P05327,development,4
P05328,development,3
P05329,development,0
P05330,development,2
P05331,development,3
P05332,development,2
P05333,holdout,-1
P05334,development,4
P05335,development,4
P05336,development,3
P05337,holdout,-1
P05338,development,0
P05339,holdout,-1
P05340,development,1
P05341,development,4
P05342,development,4
P05343,development,2
P05344,development,4
P05345,development,2
P05346,development,3
P05347,development,0
P05348,development,4
P05349,development,0
P05350,holdout,-1
P05351,development,0
P05352,development,3
P05353,development,4
P05354,development,0
P05355,development,2
P05356,development,4
P05357,development,0
P05358,development,0
P05359,development,1
P05360,development,4
P05361,development,0
P05362,development,3
P05363,development,4
P05364,development,4
P05365,development,2
P05366,development,1
P05367,holdout,-1
P05368,development,2
P05369,development,4
P05370,development,0
P05371,development,4
P05372,development,0
P05373,holdout,-1
P05374,development,0
P05375,development,2
P05376,development,1
P05377,development,2
P05378,development,2
P05379,development,1
P05380,development,4
P05381,development,3
P05382,development,3
P05383,development,2
P05384,development,3
P05385,holdout,-1
P05386,development,4
P05387,development,0
P05388,development,0
P05389,development,0
P05390,holdout,-1
P05391,development,0
P05392,development,4
P05393,development,1
P05394,development,1
P05395,development,3
P05396,development,3
P05397,development,3
P05398,development,0
P05399,development,3
P05400,development,3
P05401,development,1
P05402,development,2
P05403,development,0
P05404,development,2
P05405,holdout,-1
P05406,development,3
P05407,development,1
P05408,development,0
P05409,development,3
P05410,development,0
P05411,development,1
P05412,development,2
P05413,development,0
P05414,holdout,-1
P05415,development,1
P05416,holdout,-1
P05417,development,2
P05418,development,1
P05419,holdout,-1
P05420,holdout,-1
P05421,development,0
P05422,development,2
P05423,development,2
P05424,development,4
P05425,development,4
P05426,development,2
P05427,development,4
P05428,development,4
P05429,development,0
P05430,development,4
P05431,development,0
P05432,development,2
P05433,development,3
P05434,holdout,-1
P05435,development,1
P05436,development,3
P05437,development,3
P05438,development,3
P05439,development,2
P05440,holdout,-1
P05441,development,4
P05442,development,2
P05443,development,3
P05444,holdout,-1
P05445,development,0
P05446,holdout,-1
P05447,development,0
P05448,development,3
P05449,development,4
P05450,development,1
P05451,development,3
P05452,development,2
P05453,development,2
P05454,development,0
P05455,development,1
P05456,holdout,-1
P05457,development,4
P05458,development,3
P05459,development,4
P05460,development,4
P05461,holdout,-1
P05462,development,1
P05463,development,0
P05464,development,2
P05465,development,4
P05466,development,0
P05467,holdout,-1
P05468,development,1
P05469,holdout,-1
P05470,development,0
P05471,holdout,-1
P05472,development,4
P05473,development,3
P05474,development,3
P05475,development,2
P05476,development,3
P05477,development,1
P05478,development,2
P05479,development,2
P05480,development,3
P05481,development,3
P05482,development,1
P05483,development,2
P05484,development,2
P05485,development,3
P05486,development,1
P05487,development,1
P05488,holdout,-1
P05489,holdout,-1
P05490,development,4
P05491,development,1
P05492,development,4
P05493,development,0
P05494,development,4
P05495,development,2
P05496,development,3
P05497,development,1
P05498,development,4
P05499,development,1
P05500,development,2
P05501,development,0
P05502,holdout,-1
P05503,holdout,-1
P05504,development,3
P05505,development,4
P05506,development,2
P05507,development,4
P05508,development,3
P05509,development,3
P05510,development,4
P05511,development,0
P05512,development,2
P05513,development,3
P05514,holdout,-1
P05515,development,2
P05516,development,1
P05517,development,2
P05518,development,1
P05519,development,1
P05520,development,1
P05521,development,3
P05522,holdout,-1
P05523,development,3
P05524,development,1
P05525,development,1
P05526,development,1
P05527,development,3
P05528,holdout,-1
P05529,development,2
P05530,development,3
P05531,development,3
P05532,development,2
P05533,development,0
P05534,development,0
P05535,development,2
P05536,development,1
P05537,development,2
P05538,development,1
P05539,holdout,-1
P05540,development,2
P05541,holdout,-1
P05542,development,1
P05543,development,1
P05544,holdout,-1
P05545,development,3
P05546,development,3
P05547,development,0
P05548,development,4
P05549,development,1
P05550,development,3
P05551,development,1
P05552,holdout,-1
P05553,development,0
P05554,holdout,-1
P05555,development,0
P05556,development,0
P05557,development,2
P05558,development,1
P05559,development,1
P05560,development,4
P05561,development,0
P05562,development,0
P05563,development,2
P05564,development,2
P05565,development,1
P05566,development,3
P05567,development,3
P05568,development,0
P05569,development,2
P05570,development,4
P05571,holdout,-1
P05572,development,3
P05573,development,4
P05574,development,2
P05575,development,1
P05576,development,0
P05577,development,3
P05578,development,4
P05579,development,2
P05580,development,4
P05581,development,3
P05582,development,4
P05583,holdout,-1
P05584,development,1
P05585,development,0
P05586,development,1
P05587,development,4
P05588,development,4
P05589,development,1
P05590,development,0
P05591,development,2
P05592,development,3
P05593,development,3
P05594,development,3
P05595,development,0
P05596,development,4
P05597,development,0
P05598,development,0
P05599,development,3
P05600,development,3
P05601,holdout,-1
P05602,development,1
P05603,development,3
P05604,development,4
P05605,development,0
P05606,holdout,-1
P05607,development,4
P05608,development,4
P05609,development,4
P05610,holdout,-1
P05611,development,1
P05612,development,0
P05613,development,4
P05614,holdout,-1
P05615,development,3
P05616,development,1
P05617,development,1
P05618,development,3
P05619,holdout,-1
P05620,holdout,-1
P05621,development,1
P05622,holdout,-1
P05623,development,1
P05624,development,1
P05625,development,4
P05626,development,0
P05627,development,4
P05628,development,2
P05629,holdout,-1
P05630,development,3
P05631,holdout,-1
P05632,development,4
P05633,holdout,-1
P05634,development,4
P05635,development,0
P05636,development,1
P05637,development,3
P05638,development,3
P05639,development,3
P05640,development,1
P05641,development,1
P05642,development,1
P05643,development,4
P05644,development,0
P05645,development,4
P05646,development,0
P05647,development,4
P05648,development,4
P05649,development,1
P05650,development,4
P05651,holdout,-1
P05652,development,4
P05653,development,1
P05654,development,2
P05655,development,1
P05656,development,2
P05657,development,1
P05658,development,2
P05659,development,4
P05660,development,0
P05661,development,2
P05662,development,3
P05663,development,0
P05664,development,1
P05665,development,2
P05666,holdout,-1
P05667,development,3
P05668,development,1
P05669,development,3
P05670,development,1
P05671,development,3
P05672,development,2
P05673,development,3
P05674,development,3
P05675,development,2
P05676,development,3
P05677,development,1
P05678,development,4
P05679,development,2
P05680,development,2
P05681,development,3
P05682,development,0
P05683,development,3
P05684,development,3
P05685,development,1
P05686,development,4
P05687,development,4
P05688,holdout,-1
P05689,development,2
P05690,development,4
P05691,development,0
P05692,holdout,-1
P05693,development,2
P05694,development,4
P05695,development,1
P05696,development,1
P05697,development,3
P05698,holdout,-1
P05699,development,1
P05700,holdout,-1
P05701,development,3
P05702,development,2
P05703,development,0
P05704,holdout,-1
P05705,holdout,-1
P05706,development,1
P05707,development,4
P05708,development,4
P05709,development,2
P05710,development,3
P05711,development,0
P05712,development,4
P05713,development,1
P05714,development,2
P05715,development,3
P05716,holdout,-1
P05717,development,0
P05718,development,2
P05719,development,0
P05720,development,1
P05721,holdout,-1
P05722,development,2
P05723,holdout,-1
P05724,development,2
P05725,development,1
P05726,development,0
P05727,development,1
P05728,development,1
P05729,development,0
P05730,holdout,-1
P05731,holdout,-1
P05732,development,1
P05733,holdout,-1
P05734,development,1
P05735,holdout,-1
P05736,holdout,-1
P05737,holdout,-1
P05738,development,1
P05739,development,3
P05740,development,1
P05741,development,1
P05742,development,0
P05743,development,2
P05744,development,3
P05745,development,3
P05746,development,3
P05747,holdout,-1
P05748,holdout,-1
P05749,holdout,-1
P05750,development,0
P05751,development,1
P05752,development,4
P05753,holdout,-1
P05754,development,1
P05755,development,1
P05756,holdout,-1
P05757,development,0
P05758,development,2
P05759,holdout,-1
P05760,development,4
P05761,holdout,-1
P05762,development,0
P05763,holdout,-1
P05764,development,2
P05765,development,4
P05766,development,0
P05767,development,3
P05768,development,4
P05769,development,0
P05770,development,4
P05771,development,2
P05772,development,3
P05773,development,1
P05774,development,1
P05775,development,3
P05776,development,4
P05777,development,0
P05778,development,3
P05779,development,1
P05780,development,4
P05781,development,2
P05782,development,0
P05783,development,3
P05784,development,3
P05785,development,4
P05786,development,4
P05787,development,1
P05788,development,0
P05789,development,2
P05790,development,2
P05791,development,2
P05792,development,3
P05793,holdout,-1
P05794,development,0
P05795,development,3
P05796,development,1
P05797,development,0
P05798,development,4
P05799,development,2
P05800,development,2
P05801,holdout,-1
P05802,development,3
P05803,development,0
P05804,development,2
P05805,development,3
P05806,development,2
P05807,holdout,-1
P05808,development,3
P05809,development,2
P05810,holdout,-1
P05811,development,0
P05812,development,4
P05813,development,2
P05814,holdout,-1
P05815,development,3
P05816,development,0
P05817,development,1
P05818,development,4
P05819,development,0
P05820,holdout,-1
P05821,development,3
P05822,development,2
P05823,development,2
P05824,development,2
P05825,holdout,-1
P05826,development,3
P05827,development,2
P05828,holdout,-1
P05829,development,4
P05830,development,4
P05831,development,0
P05832,development,0
P05833,holdout,-1
P05834,holdout,-1
P05835,development,2
P05836,development,4
P05837,development,0
P05838,development,1
P05839,development,0
P05840,development,0
P05841,development,2
P05842,development,0
P05843,development,1
P05844,development,2
P05845,development,4
P05846,development,2
P05847,development,2
P05848,holdout,-1
P05849,holdout,-1
P05850,holdout,-1
P05851,development,1
P05852,development,0
P05853,holdout,-1
P05854,development,1
P05855,holdout,-1
P05856,development,3
P05857,development,1
P05858,development,4
P05859,holdout,-1
P05860,development,4
P05861,development,4
P05862,holdout,-1
P05863,holdout,-1
P05864,development,3
P05865,development,2
P05866,holdout,-1
P05867,development,4
P05868,development,3
P05869,holdout,-1
P05870,development,3
P05871,development,0
P05872,holdout,-1
P05873,holdout,-1
P05874,development,4
P05875,development,4
P05876,development,0
P05877,development,4
P05878,development,0
P05879,development,2
P05880,development,0
P05881,development,1
P05882,development,3
P05883,development,4
P05884,holdout,-1
P05885,development,1
P05886,development,0
P05887,development,3
P05888,development,2
P05889,development,2
P05890,development,0
P05891,holdout,-1
P05892,development,2
P05893,development,4
P05894,development,1
P05895,development,0
P05896,development,4
P05897,holdout,-1
P05898,development,3
P05899,development,1
P05900,development,1
P05901,holdout,-1
P05902,development,4
P05903,development,1
P05904,development,1
P05905,development,3
P05906,holdout,-1
P05907,development,4
P05908,holdout,-1
P05909,holdout,-1
P05910,development,4
P05911,holdout,-1
P05912,holdout,-1
P05913,development,1
P05914,development,3
P05915,development,2
P05916,development,4
P05917,holdout,-1
P05918,holdout,-1
P05919,development,0
P05920,development,3
P05921,development,4
P05922,development,2
P05923,development,4
P05924,holdout,-1
P05925,development,3
P05926,development,2
P05927,development,0
P05928,holdout,-1
P05929,development,3
P05930,development,1
P05931,development,0
P05932,holdout,-1
P05933,development,0
P05934,development,4
P05935,development,1
P05936,development,4
P05937,development,3
P05938,holdout,-1
P05939,development,0
P05940,development,4
P05941,development,0
P05942,development,4
P05943,development,2
P05944,holdout,-1
P05945,holdout,-1
P05946,development,0
P05947,development,2
P05948,development,2
P05949,development,1
P05950,development,2
P05951,development,4
P05952,development,1
P05953,development,0
P05954,development,1
P05955,holdout,-1
P05956,holdout,-1
P05957,development,2
P05958,development,1
P05959,holdout,-1
P05960,holdout,-1
P05961,development,0
P05962,development,2
P05963,development,3
P05964,holdout,-1
P05965,development,0
P05966,development,1
P05967,holdout,-1
P05968,holdout,-1
P05969,holdout,-1
P05970,development,1
P05971,development,4
P05972,development,0
P05973,development,1
P05974,holdout,-1
P05975,development,3
P05976,development,3
P05977,holdout,-1
P05978,development,0
P05979,development,4
P05980,development,4
P05981,development,0
P05982,development,1
P05983,development,0
P05984,development,2
P05985,holdout,-1
P05986,development,3
P05987,development,4
P05988,development,3
P05989,development,0
P05990,development,0
P05991,development,2
P05992,development,1
P05993,development,1
P05994,development,2
P05995,development,2
P05996,development,1
P05997,development,2
P05998,development,2
P05999,development,4
P06000,development,3
P06001,development,1
P06002,development,3
P06003,development,0
P06004,development,4
P06005,development,0
P06006,development,0
P06007,development,2
P06008,development,4
P06009,development,2
P06010,development,0
P06011,holdout,-1
P06012,development,4
P06013,development,4
P06014,development,3
P06015,development,4
P06016,holdout,-1
P06017,holdout,-1
P06018,development,1
P06019,development,3
P06020,development,2
P06021,development,0
P06022,development,3
P06023,holdout,-1
P06024,development,4
P06025,development,1
P06026,development,1
P06027,development,2
P06028,development,2
P06029,development,1
P06030,development,1
P06031,development,1
P06032,development,1
P06033,development,2
P06034,development,0
P06035,holdout,-1
P06036,development,0
P06037,development,4
P06038,development,4
P06039,development,3
P06040,development,0
P06041,development,4
P06042,development,2
P06043,development,1
P06044,development,4
P06045,development,1
P06046,development,3
P06047,development,4
P06048,holdout,-1
P06049,development,0
P06050,development,3
P06051,development,0
P06052,development,1
P06053,holdout,-1
P06054,development,2
P06055,development,0
P06056,development,3
P06057,holdout,-1
P06058,development,4
P06059,holdout,-1
P06060,development,1
P06061,holdout,-1
P06062,development,0
P06063,holdout,-1
P06064,development,0
P06065,holdout,-1
P06066,development,0
P06067,holdout,-1
P06068,holdout,-1
P06069,holdout,-1
P06070,development,1
P06071,development,4
P06072,development,0
P06073,development,2
P06074,development,4
P06075,holdout,-1
P06076,development,0
P06077,holdout,-1
P06078,development,1
P06079,development,4
P06080,development,1
P06081,development,2
P06082,development,2
P06083,holdout,-1
P06084,holdout,-1
P06085,holdout,-1
P06086,development,2
P06087,development,1
P06088,development,0
P06089,development,3
P06090,development,4
P06091,development,2
P06092,development,0
P06093,development,2
P06094,development,3
P06095,development,2
P06096,development,4
P06097,holdout,-1
P06098,development,3
P06099,development,0
P06100,development,0
P06101,holdout,-1
P06102,development,2
P06103,development,4
P06104,holdout,-1
P06105,development,3
P06106,development,4
P06107,development,3
P06108,development,1
P06109,development,0
P06110,development,0
P06111,development,2
P06112,development,1
P06113,development,0
P06114,development,2
P06115,development,1
P06116,development,3
P06117,development,0
P06118,development,0
P06119,holdout,-1
P06120,development,0
P06121,development,2
P06122,development,4
P06123,holdout,-1
P06124,development,1
P06125,holdout,-1
P06126,development,2
P06127,development,1
P06128,development,1
P06129,development,1
P06130,development,3
P06131,development,3
P06132,development,0
P06133,development,3
P06134,development,3
P06135,holdout,-1
P06136,development,4
P06137,development,2
P06138,development,0
P06139,holdout,-1
P06140,holdout,-1
P06141,holdout,-1
P06142,development,4
P06143,development,1
P06144,development,3
P06145,development,3
P06146,development,3
P06147,development,4
P06148,development,0
P06149,development,3
P06150,development,1
P06151,development,4
P06152,holdout,-1
P06153,development,0
P06154,development,1
P06155,holdout,-1
P06156,development,4
P06157,development,2
P06158,development,4
P06159,holdout,-1
P06160,development,4
P06161,holdout,-1
P06162,development,0
P06163,development,0
P06164,development,2
P06165,development,3
P06166,development,0
P06167,development,4
P06168,development,3
P06169,development,0
P06170,holdout,-1
P06171,holdout,-1
P06172,development,0
P06173,development,0
P06174,development,0
P06175,development,3
P06176,holdout,-1
P06177,development,0
P06178,development,2
P06179,development,1
P06180,development,1
P06181,development,1
P06182,development,4
P06183,development,2
P06184,development,2
P06185,development,1
P06186,development,1
P06187,development,4
P06188,development,1
P06189,development,1
P06190,development,0
P06191,development,3
P06192,development,1
P06193,development,1
P06194,development,0
P06195,development,2
P06196,holdout,-1
P06197,development,3
P06198,holdout,-1
P06199,development,1
P06200,development,4
P06201,development,4
P06202,holdout,-1
P06203,development,0
P06204,development,4
P06205,development,0
P06206,holdout,-1
P06207,holdout,-1
P06208,development,2
P06209,development,0
P06210,development,2
P06211,development,0
P06212,development,3
P06213,development,0
P06214,development,4
P06215,holdout,-1
P06216,development,1
P06217,development,2
P06218,development,2
P06219,development,0
P06220,development,1
P06221,holdout,-1
P06222,development,0
P06223,development,0
P06224,development,0
P06225,development,4
P06226,development,0
P06227,development,0
P06228,development,4
P06229,development,1
P06230,holdout,-1
P06231,development,0
P06232,development,2
P06233,holdout,-1
P06234,development,1
P06235,development,3
P06236,development,4
P06237,development,3
P06238,development,4
P06239,holdout,-1
P06240,development,4
P06241,development,2
P06242,development,2
P06243,holdout,-1
P06244,development,3
P06245,holdout,-1
P06246,development,0
P06247,development,1
P06248,holdout,-1
P06249,development,0
P06250,development,3
P06251,holdout,-1
P06252,development,2
P06253,holdout,-1
P06254,holdout,-1
P06255,development,4
P06256,development,3
P06257,development,1
P06258,development,0
P06259,development,2
P06260,development,3
P06261,development,2
P06262,holdout,-1
P06263,development,0
P06264,holdout,-1
P06265,holdout,-1
P06266,development,3
P06267,holdout,-1
P06268,holdout,-1
P06269,development,3
P06270,development,0
P06271,development,0
P06272,holdout,-1
P06273,development,1
P06274,holdout,-1
P06275,development,3
P06276,development,3
P06277,development,2
P06278,development,3
P06279,holdout,-1
P06280,development,4
P06281,development,0
P06282,development,0
P06283,holdout,-1
P06284,holdout,-1
P06285,development,3
P06286,development,4
P06287,development,1
P06288,holdout,-1
P06289,development,1
P06290,development,2
P06291,development,4
P06292,development,4
P06293,development,4
P06294,holdout,-1
P06295,development,3
P06296,development,4
P06297,development,3
P06298,holdout,-1
P06299,development,3
P06300,development,1
P06301,development,2
P06302,development,0
P06303,development,0
P06304,holdout,-1
P06305,development,1
P06306,development,0
P06307,development,0
P06308,holdout,-1
P06309,development,0
P06310,development,0
P06311,holdout,-1
P06312,holdout,-1
P06313,development,2
P06314,development,2
P06315,development,2
P06316,development,2
P06317,development,0
P06318,development,0
P06319,development,4
P06320,development,3
P06321,development,2
P06322,development,1
P06323,development,0
P06324,development,2
P06325,development,4
P06326,development,3
P06327,development,4
P06328,holdout,-1
P06329,development,1
P06330,development,4
P06331,development,4
P06332,development,4
P06333,development,0
P06334,development,0
P06335,development,4
P06336,development,2
P06337,development,2
P06338,development,3
P06339,development,3
P06340,development,1
P06341,holdout,-1
P06342,holdout,-1
P06343,development,2
P06344,development,2
P06345,holdout,-1
P06346,development,1
P06347,development,3
P06348,development,1
P06349,holdout,-1
P06350,development,1
P06351,development,1
P06352,development,0
P06353,development,1
P06354,development,3
P06355,development,1
P06356,holdout,-1
P06357,development,2
P06358,holdout,-1
P06359,development,4
P06360,development,3
P06361,development,3
P06362,development,0
P06363,holdout,-1
P06364,development,0
P06365,development,2
P06366,development,1
P06367,holdout,-1
P06368,development,3
P06369,holdout,-1
P06370,development,1
P06371,development,1
P06372,development,0
P06373,development,4
P06374,development,2
P06375,development,2
P06376,development,1
P06377,development,2
P06378,development,2
P06379,holdout,-1
P06380,holdout,-1
P06381,holdout,-1
P06382,development,3
P06383,development,0
P06384,holdout,-1
P06385,development,1
P06386,development,0
P06387,development,3
P06388,holdout,-1
P06389,holdout,-1
P06390,holdout,-1
P06391,holdout,-1
P06392,development,2
P06393,holdout,-1
P06394,development,1
P06395,development,1
P06396,development,3
P06397,development,3
P06398,development,4
P06399,holdout,-1
P06400,development,0
P06401,development,4
P06402,development,1
P06403,development,1
P06404,development,2
P06405,development,2
P06406,development,1
P06407,development,0
P06408,development,1
P06409,holdout,-1
P06410,development,3
P06411,holdout,-1
P06412,development,4
P06413,holdout,-1
P06414,development,2
P06415,development,2
P06416,development,4
P06417,development,0
P06418,holdout,-1
P06419,development,2
P06420,development,2
P06421,development,1
P06422,development,3
P06423,development,3
P06424,development,2
P06425,development,2
P06426,development,2
P06427,holdout,-1
P06428,holdout,-1
P06429,development,1
P06430,development,1
P06431,development,4
P06432,development,3
P06433,development,2
P06434,development,3
P06435,development,2
P06436,holdout,-1
P06437,development,4
P06438,holdout,-1
P06439,development,3
P06440,development,0
P06441,development,0
P06442,development,4
P06443,development,2
P06444,development,2
P06445,development,3
P06446,development,3
P06447,development,1
P06448,development,0
P06449,development,2
P06450,development,4
P06451,development,2
P06452,holdout,-1
P06453,development,0
P06454,development,4
P06455,development,4
P06456,holdout,-1
P06457,development,3
P06458,development,3
P06459,development,0
P06460,development,3
P06461,development,3
P06462,development,0
P06463,development,2
P06464,development,0
P06465,development,4
P06466,development,1
P06467,development,3
P06468,development,2
P06469,development,1
P06470,holdout,-1
P06471,development,4
P06472,development,2
P06473,development,2
P06474,development,3
P06475,development,4
P06476,development,1
P06477,development,4
P06478,development,3
P06479,holdout,-1
P06480,development,3
P06481,development,3
P06482,development,2
P06483,holdout,-1
P06484,development,3
P06485,development,2
P06486,development,0
P06487,holdout,-1
P06488,holdout,-1
P06489,development,1
P06490,development,4
P06491,development,3
P06492,development,3
P06493,development,3
P06494,holdout,-1
P06495,development,0
P06496,development,4
P06497,development,1
P06498,development,4
P06499,development,0
P06500,development,4
P06501,development,1
P06502,development,1
P06503,development,1
P06504,development,1
P06505,development,3
P06506,development,0
P06507,development,4
P06508,holdout,-1
P06509,holdout,-1
P06510,development,2
P06511,holdout,-1
P06512,development,4
P06513,development,1
P06514,development,4
P06515,development,4
P06516,development,3
P06517,holdout,-1
P06518,development,3
P06519,development,2
P06520,development,1
P06521,development,1
P06522,holdout,-1
P06523,development,2
P06524,development,2
P06525,holdout,-1
P06526,holdout,-1
P06527,development,0
P06528,holdout,-1
P06529,development,0
P06530,development,2
P06531,development,0
P06532,holdout,-1
P06533,development,0
P06534,holdout,-1
P06535,development,0
P06536,development,3
P06537,development,1
P06538,holdout,-1
P06539,holdout,-1
P06540,holdout,-1
P06541,development,2
P06542,holdout,-1
P06543,development,0
P06544,development,4
P06545,development,0
P06546,development,0
P06547,development,3
P06548,holdout,-1
P06549,holdout,-1
P06550,development,3
P06551,development,0
P06552,development,1
P06553,holdout,-1
P06554,holdout,-1
P06555,development,3
P06556,development,4
P06557,development,4
P06558,development,0
P06559,development,2
P06560,development,3
P06561,development,0
P06562,development,1
P06563,development,1
P06564,development,1
P06565,holdout,-1
P06566,holdout,-1
P06567,development,2
P06568,development,3
P06569,development,3
P06570,development,2
P06571,development,0
P06572,development,0
P06573,development,1
P06574,holdout,-1
P06575,development,3
P06576,development,2
P06577,development,1
P06578,development,2
P06579,development,1
P06580,development,0
P06581,development,0
P06582,development,4
P06583,development,1
P06584,development,2
P06585,development,4
P06586,holdout,-1
P06587,development,2
P06588,holdout,-1
P06589,development,0
P06590,development,1
P06591,development,2
P06592,holdout,-1
P06593,development,0
P06594,holdout,-1
P06595,holdout,-1
P06596,development,2
P06597,development,4
P06598,development,3
P06599,holdout,-1
P06600,development,2
P06601,development,1
P06602,development,3
P06603,holdout,-1
P06604,development,4
P06605,development,3
P06606,development,3
P06607,development,2
P06608,development,1
P06609,holdout,-1
P06610,development,0
P06611,holdout,-1
P06612,development,4
P06613,development,2
P06614,development,2
P06615,holdout,-1
P06616,development,2
P06617,development,1
P06618,development,1
P06619,holdout,-1
P06620,development,2
P06621,holdout,-1
P06622,development,0
P06623,development,2
P06624,development,1
P06625,development,0
P06626,development,0
P06627,development,4
P06628,development,0
P06629,development,2
P06630,development,0
P06631,holdout,-1
P06632,development,0
P06633,development,3
P06634,holdout,-1
P06635,development,0
P06636,holdout,-1
P06637,holdout,-1
P06638,development,0
